theater_code,theater_name,theater_city_state,city,state_abbr,demographics_status,population,median_household_income,median_age,pct_white_alone,pct_black_alone,pct_asian_alone,pct_hispanic_latino,pct_bachelors_degree,pct_below_poverty,matched_place_name,source
CAC,Barrymore Film Center,"Fort Lee, NJ",Fort Lee,NJ,matched,39818,105535,47.2,40.54,2.75,44.11,12.42,35.21,8.41,"Fort Lee borough, New Jersey",US Census ACS5 2023
CFB,The Cinema @ Townsend,"Old Greenwich, CT",Old Greenwich,CT,matched,6904,250001,40.5,79.65,0.46,8.91,7.65,43.73,3.35,"Old Greenwich CDP, Connecticut",US Census ACS5 2023
UPNY,Upstate Midtown,"Kingston, NY",Kingston,NY,matched,23942,65413,36.8,63.5,14.16,1.81,17.12,17.4,19.13,"Kingston city, New York",US Census ACS5 2023
LAND,The Landmark Westwood,"Los Angeles, CA",Los Angeles,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
IPIC,iPic Westwood,"Los Angeles, CA",Los Angeles,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
AMC,"AMC Century City 15 with IMAX, Dolby, Prime","Century City, CA",Century City,CA,no-match,,,,,,,,,,,
ELCP,El Capitan,"Hollywood, CA",Hollywood,CA,matched,35090,94844,39.6,73.78,4.09,5.49,13.49,40.93,13.13,"West Hollywood city, California",US Census ACS5 2023
NWBV,Vista,"Los Angeles, CA",Los Angeles,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
ESP,Los Feliz 3,"Los Angeles, CA",Los Angeles,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
LAND,Landmark Theatres Sunset,"West Hollywood, CA",West Hollywood,CA,matched,35090,94844,39.6,73.78,4.09,5.49,13.49,40.93,13.13,"West Hollywood city, California",US Census ACS5 2023
AMC,"AMC Grove 14 with IMAX, Dolby, Prime","Los Angeles, CA",Los Angeles,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
INDRP,Lumiere Cinemas,"Beverly Hills, CA",Beverly Hills,CA,matched,31955,127979,47.7,75.81,1.93,11.89,6.23,34.63,9.03,"Beverly Hills city, California",US Census ACS5 2023
AMC,AMC Santa Monica 7,"Santa Monica, CA",Santa Monica,CA,matched,91535,109739,42.9,66.87,4.86,9.75,16.42,39.45,11.61,"Santa Monica city, California",US Census ACS5 2023
LAEM,Monica Film Center,"Santa Monica, CA",Santa Monica,CA,matched,91535,109739,42.9,66.87,4.86,9.75,16.42,39.45,11.61,"Santa Monica city, California",US Census ACS5 2023
LAEM,Royal,"Los Angeles, CA",Los Angeles,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
LAND,Nuart,"Los Angeles, CA",Los Angeles,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
AMC,AMC DINE-IN Marina 12,"Marina Del Rey, CA",Marina Del Rey,CA,matched,8844,142440,37.8,67.97,4.49,9.81,10.17,49.02,0.81,"Marina del Rey CDP, California",US Census ACS5 2023
CNMK,Playa Vista 9 + XD,"Los Angeles, CA",Los Angeles,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
CNMK,Baldwin Hills 15 + XD,"Baldwin Hills, CA",Baldwin Hills,CA,no-match,,,,,,,,,,,
CULV,The Culver Theater,"Culver City, CA",Culver City,CA,matched,39993,122312,41.2,51.57,8.01,19.33,18.6,33.98,6.46,"Culver City city, California",US Census ACS5 2023
CONS,Olino by Consolidated Theatres with TITAN LUXE,"Kapolei, HI",Kapolei,HI,matched,23033,129260,33.4,14.52,3.2,26.59,17.03,22.71,8.11,"Kapolei CDP, Hawaii",US Census ACS5 2023
CNMK,Cinemark 12 and XD,"Los Angeles, CA",Los Angeles,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
RGCY,Regency Korea Town,"Los Angeles, CA",Los Angeles,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
INDLF,California Science Center IMAX Theater,"Los Angeles, CA",Los Angeles,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
AMC,"AMC Universal Citywalk Hollywood 19 with IMAX, Prime","Universal City, CA",Universal City,CA,no-match,,,,,,,,,,,
DRFT,Alamo DTLA 12,"Los Angeles, CA",Los Angeles,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
RGCY,Plant 16,"Van Nuys, CA",Van Nuys,CA,no-match,,,,,,,,,,,
CNMK,Cinemark North Hollywood,"North Hollywood, CA",North Hollywood,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
AMC,AMC Fallbrook 7,"West Hills, CA",West Hills,CA,no-match,,,,,,,,,,,
AMC,AMC Northridge 10,"Northridge, CA",Northridge,CA,no-match,,,,,,,,,,,
LAEM,Town Center 5,"Encino, CA",Encino,CA,no-match,,,,,,,,,,,
RGCY,Granada Hills 9,"Granada Hills, CA",Granada Hills,CA,no-match,,,,,,,,,,,
AMC,"AMC Porter Ranch 9 with Dolby, Prime","Porter Ranch, CA",Porter Ranch,CA,no-match,,,,,,,,,,,
REG,Regal Edwards Canyon Country,"Santa Clarita, CA",Santa Clarita,CA,matched,229021,119926,38.1,53.07,4.43,11.4,36.04,26.46,7.74,"Santa Clarita city, California",US Census ACS5 2023
REG,Regal Edwards Valencia,"Santa Clarita, CA",Santa Clarita,CA,matched,229021,119926,38.1,53.07,4.43,11.4,36.04,26.46,7.74,"Santa Clarita city, California",US Census ACS5 2023
CTRN,The Lot Liberty Station,"San Diego, CA",San Diego,CA,matched,1385061,104321,36,50.43,5.7,17.58,29.56,28.8,11.11,"San Diego city, California",US Census ACS5 2023
HARK,Cerritos 16,"Cerritos, CA",Cerritos,CA,matched,48340,133953,47,14.53,6.78,62.15,14.9,35.35,5.87,"Cerritos city, California",US Census ACS5 2023
TMKO,Roxy Stadium 11,"Camarillo, CA",Camarillo,CA,matched,70244,109390,41.2,62.88,3.54,10.83,30.82,26.37,7.53,"Camarillo city, California",US Census ACS5 2023
AMC,AMC DINE-IN Thousand Oaks 14 with Dolby,"Thousand Oaks, CA",Thousand Oaks,CA,matched,125676,134367,44.5,68.26,2.05,9.64,19.81,29.5,8.03,"Thousand Oaks city, California",US Census ACS5 2023
REG,Regal Simi Valley Civic Center,"Simi Valley, CA",Simi Valley,CA,matched,125769,117703,41.8,63.3,1.38,10.68,27.13,24.89,6.69,"Simi Valley city, California",US Census ACS5 2023
CNMK,Ventura Downtown 10,"Ventura, CA",Ventura,CA,matched,109900,100407,41,68.42,1.61,4.29,35.66,25.29,10.42,"San Buenaventura (Ventura) city, California",US Census ACS5 2023
REG,Regal Kapolei Commons,"Kapolei, HI",Kapolei,HI,matched,23033,129260,33.4,14.52,3.2,26.59,17.03,22.71,8.11,"Kapolei CDP, Hawaii",US Census ACS5 2023
RGCY,Santa Paula 7,"Santa Paula, CA",Santa Paula,CA,matched,31202,77130,35.2,60.41,1.33,1.24,80.61,9.87,15.32,"Santa Paula city, California",US Census ACS5 2023
HARK,Mountain Grove 16,"Redlands, CA",Redlands,CA,matched,72985,99158,35.6,53.7,5.7,9.31,35.88,20.23,7.37,"Redlands city, California",US Census ACS5 2023
TMKO,Plaza Stadium 14,"Oxnard, CA",Oxnard,CA,matched,201014,93372,34,36.93,1.82,6.56,77.04,13.35,10.82,"Oxnard city, California",US Census ACS5 2023
REG,Regal Edwards Camarillo Palace,"Camarillo, CA",Camarillo,CA,matched,70244,109390,41.2,62.88,3.54,10.83,30.82,26.37,7.53,"Camarillo city, California",US Census ACS5 2023
CNMK,Cinemark 16 +XD,"Victorville, CA",Victorville,CA,matched,135983,70663,32,36.54,17.11,4.36,55.26,8.29,19.95,"Victorville city, California",US Census ACS5 2023
CNMK,Cinemark 22 + IMAX,"Lancaster, CA",Lancaster,CA,matched,170013,76083,34.2,35.46,21.38,4.04,45.89,12.68,15.46,"Lancaster city, California",US Census ACS5 2023
CNMK,Cinemark 16,"Palmdale, CA",Palmdale,CA,matched,165487,81151,33.2,31.81,13.67,4.46,62.76,11.38,14.58,"Palmdale city, California",US Census ACS5 2023
CLRK,Window Rock Cinema,"Window Rock, AZ",Window Rock,AZ,matched,2384,44918,35,4.49,0.13,0.38,7.68,20.21,29.82,"Window Rock CDP, Arizona",US Census ACS5 2023
AMC,"AMC Americana at Brand 18 With IMAX, Dolby, Prime","Glendale, CA",Glendale,CA,matched,192270,84262,41.4,67.44,1.66,13.34,18.47,28.71,13.44,"Glendale city, California",US Census ACS5 2023
REG,Regal UA La Canada,"La Canada Flt, CA",La Canada Flt,CA,no-match,,,,,,,,,,,
LAND,Landmark Theatres Pasadena,"Pasadena, CA",Pasadena,CA,matched,136462,103778,40.1,41.44,7.7,17.76,34.12,30.01,13.21,"Pasadena city, California",US Census ACS5 2023
CNMK,Cinemark Apple Valley 12,"Apple Valley, CA",Apple Valley,CA,matched,75478,65926,35.5,56.98,7.62,3.63,39.35,11.17,17.21,"Apple Valley town, California",US Census ACS5 2023
RGCY,Academy 6,"Pasadena, CA",Pasadena,CA,matched,136462,103778,40.1,41.44,7.7,17.76,34.12,30.01,13.21,"Pasadena city, California",US Census ACS5 2023
LAEM,Laemmle Glendale,"Glendale, CA",Glendale,CA,matched,192270,84262,41.4,67.44,1.66,13.34,18.47,28.71,13.44,"Glendale city, California",US Census ACS5 2023
CNMK,Cinemark Downey 14 and XD,"Downey, CA",Downey,CA,matched,111793,87400,37,29.83,3.7,7.37,75.26,17.77,9.14,"Downey city, California",US Census ACS5 2023
NWBV,New Beverly,"Los Angeles, CA",Los Angeles,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
IPIC,One Colorado Cinemas,"Pasadena, CA",Pasadena,CA,matched,136462,103778,40.1,41.44,7.7,17.76,34.12,30.01,13.21,"Pasadena city, California",US Census ACS5 2023
RGCY,Foothill Center 10,"Azusa, CA",Azusa,CA,matched,49318,85727,33.9,31.71,2.87,15.04,64.9,17.36,12.57,"Azusa city, California",US Census ACS5 2023
AMC,"AMC Glendora 12 with IMAX, Dolby","Glendora, CA",Glendora,CA,matched,51350,111915,40.5,52.24,2.7,11.79,39.67,23.83,7.36,"Glendora city, California",US Census ACS5 2023
REG,Regal Edwards Alhambra Renaissance,"Alhambra, CA",Alhambra,CA,matched,81483,85189,41.9,14.82,2.52,51.11,35.06,25.84,12.26,"Alhambra city, California",US Census ACS5 2023
REG,Regal Edwards West Covina,"West Covina, CA",West Covina,CA,matched,107436,98570,40.1,20.02,4.07,30.57,53.19,21.35,9.73,"West Covina city, California",US Census ACS5 2023
AMC,AMC Covina 17 with IMAX,"Covina, CA",Covina,CA,matched,50143,94792,38.2,36.46,3.77,13.96,59.12,19.02,8.94,"Covina city, California",US Census ACS5 2023
REG,Regal Edwards La Verne,"La Verne, CA",La Verne,CA,matched,30804,104565,46.9,55.24,3.36,10.56,36.02,24.91,8.18,"La Verne city, California",US Census ACS5 2023
AMC,"AMC Puente Hills 20 with IMAX, Dolby","Industry, CA",Industry,CA,matched,181,62500,37.8,33.15,0,23.2,51.93,8.45,16.81,"Industry city, California",US Census ACS5 2023
AMC,"AMC Montclair 12 with IMAX, Dolby","Montclair, CA",Montclair,CA,matched,37809,76338,33.5,27.64,5.38,10.14,72.38,11.78,16.73,"Montclair city, California",US Census ACS5 2023
AMC,AMC Montebello 10,"Montebello, CA",Montebello,CA,matched,61376,74955,39.4,23.41,0.59,13.72,78.82,15.26,12.82,"Montebello city, California",US Census ACS5 2023
AMC,"AMC Norwalk 20 with IMAX, Dolby","Norwalk, CA",Norwalk,CA,matched,100713,98709,36.5,24.02,4.16,13.78,69.48,15.82,9.73,"Norwalk city, California",US Census ACS5 2023
CNPL,Cinepolis Pico Rivera 14,"Pico Rivera, CA",Pico Rivera,CA,matched,60821,86956,39.2,22.71,1.88,3.46,90.53,12,9.61,"Pico Rivera city, California",US Census ACS5 2023
STLT,Whittier Village,"Whittier, CA",Whittier,CA,matched,85925,92374,38.3,36.68,1.15,4.91,66.7,18.46,8.84,"Whittier city, California",US Census ACS5 2023
ESP,Bianchi 11,"Paramount, CA",Paramount,CA,matched,52546,70912,33.2,16.07,8.73,3.12,82.32,9.74,13.3,"Paramount city, California",US Census ACS5 2023
RGCY,Commerce 14,"Commerce, CA",Commerce,CA,matched,12072,71768,36.1,24.25,0.82,1.85,94.42,9.54,13.65,"Commerce city, California",US Census ACS5 2023
AMC,AMC La Mirada 7,"La Mirada, CA",La Mirada,CA,matched,46945,110177,42.4,36.79,2.14,23.12,44.74,25.87,6.53,"La Mirada city, California",US Census ACS5 2023
REG,Regal Promenade,"Rolling Hills Estates, CA",Rolling Hills Estates,CA,matched,8158,187500,47.4,61,1.89,26.64,6.21,40.65,3.55,"Rolling Hills Estates city, California",US Census ACS5 2023
INDRP,Digital Gym CINEMA North Park,"San Diego, CA",San Diego,CA,matched,1385061,104321,36,50.43,5.7,17.58,29.56,28.8,11.11,"San Diego city, California",US Census ACS5 2023
AMC,AMC South Bay Galleria 16 with Dolby,"Redondo Beach, CA",Redondo Beach,CA,matched,69814,144588,40.7,60.07,2.41,17.98,13.93,41.83,5,"Redondo Beach city, California",US Census ACS5 2023
AMC,"AMC Del Amo 18 with IMAX, Dolby","Torrance, CA",Torrance,CA,matched,143499,113105,43.1,36.42,3.49,38.67,19.3,34.19,6.9,"Torrance city, California",US Census ACS5 2023
SMG,Studio Movie Grill Simi Valley,"Simi Valley, CA",Simi Valley,CA,matched,125769,117703,41.8,63.3,1.38,10.68,27.13,24.89,6.69,"Simi Valley city, California",US Census ACS5 2023
REG,Regal Edwards Cerritos,"Cerritos, CA",Cerritos,CA,matched,48340,133953,47,14.53,6.78,62.15,14.9,35.35,5.87,"Cerritos city, California",US Census ACS5 2023
STLT,Starlight Lakewood Center 16,"Lakewood, CA",Lakewood,CA,matched,80510,116794,39,39.43,7.97,17.8,36.15,22.2,5.89,"Lakewood city, California",US Census ACS5 2023
REG,Regal Garden Grove,"Garden Grove, CA",Garden Grove,CA,matched,170603,90166,39.6,28.43,1.28,41.64,37.61,18.87,12.2,"Garden Grove city, California",US Census ACS5 2023
STLT,West Grove Cinemas,"Garden Grove, CA",Garden Grove,CA,matched,170603,90166,39.6,28.43,1.28,41.64,37.61,18.87,12.2,"Garden Grove city, California",US Census ACS5 2023
ESP,Art Theatre of Long Beach,"Long Beach, CA",Long Beach,CA,matched,458491,83969,36.8,41.63,11.93,12.79,43.42,22.28,14.96,"Long Beach city, California",US Census ACS5 2023
RGCY,Westminster 10,"Westminster, CA",Westminster,CA,matched,90147,82686,41.7,24.41,0.91,51.23,24.25,18.54,15.82,"Westminster city, California",US Census ACS5 2023
CNMK,Orange Stadium Promenade 25 + XD,"Orange, CA",Orange,CA,matched,138723,116945,36.9,53.59,1.59,13.06,39.98,25.94,9.15,"Orange city, California",US Census ACS5 2023
CTRN,MetroLux 10 San Clemente,"San Clemente, CA",San Clemente,CA,matched,63510,134735,44.6,75.42,1.53,4.57,17.82,31.03,5.68,"San Clemente city, California",US Census ACS5 2023
REG,Regal La Habra,"La Habra, CA",La Habra,CA,matched,62233,98158,38.1,39.19,2.14,12.18,59.93,19.98,9.68,"La Habra city, California",US Census ACS5 2023
AMC,AMC Marina Pacifica 12,"Long Beach, CA",Long Beach,CA,matched,458491,83969,36.8,41.63,11.93,12.79,43.42,22.28,14.96,"Long Beach city, California",US Census ACS5 2023
CLRK,Picture Show @ Main Place,"Santa Ana, CA",Santa Ana,CA,matched,311639,88354,34.3,19.51,0.8,11.97,77.26,12.78,11.09,"Santa Ana city, California",US Census ACS5 2023
CNMK,Cinemark Carson 13 + XD,"Carson, CA",Carson,CA,matched,93523,107391,41.9,17.39,22.47,26.94,38.93,21.2,9.01,"Carson city, California",US Census ACS5 2023
AMC,AMC DINE-IN Fullerton 20,"Fullerton, CA",Fullerton,CA,matched,141278,104219,36.1,43.01,2.09,24.52,39.57,27.44,12.2,"Fullerton city, California",US Census ACS5 2023
CNMK,Cinemark 14 @ The Pike + XD,"Long Beach, CA",Long Beach,CA,matched,458491,83969,36.8,41.63,11.93,12.79,43.42,22.28,14.96,"Long Beach city, California",US Census ACS5 2023
FRDA,The Frida Cinema,"Santa Ana, CA",Santa Ana,CA,matched,311639,88354,34.3,19.51,0.8,11.97,77.26,12.78,11.09,"Santa Ana city, California",US Census ACS5 2023
CTRN,The Lot,"La Jolla, CA",La Jolla,CA,matched,1385061,104321,36,50.43,5.7,17.58,29.56,28.8,11.11,"San Diego city, California",US Census ACS5 2023
REG,Regal Edwards Market Place,"Irvine, CA",Irvine,CA,matched,308160,129647,33.9,38.71,2.04,44.11,11.34,39.36,11.68,"Irvine city, California",US Census ACS5 2023
HARK,Queen Creek 14,"Queen Creek, AZ",Queen Creek,AZ,matched,66369,134719,37.2,78.37,3.16,2.97,16.85,30.02,3.56,"Queen Creek town, Arizona",US Census ACS5 2023
INDRP,Lemoore Stadium Cinemas,"Lemoore, CA",Lemoore,CA,matched,27023,82189,31.7,50.77,7.18,6.53,47.04,13.47,14.94,"Lemoore city, California",US Census ACS5 2023
RGCY,Rancho Niguel Directors Cut,"Laguna Niguel, CA",Laguna Niguel,CA,matched,64023,140605,47.7,67.83,1.69,11.56,15.44,34.45,5.93,"Laguna Niguel city, California",US Census ACS5 2023
REG,Regal Edwards Metro Pointe,"Costa Mesa, CA",Costa Mesa,CA,matched,110538,110073,36.5,52.7,1.6,8.8,36.36,30.94,8.94,"Costa Mesa city, California",US Census ACS5 2023
AMC,AMC Woodbridge 5,"Irvine, CA",Irvine,CA,matched,308160,129647,33.9,38.71,2.04,44.11,11.34,39.36,11.68,"Irvine city, California",US Census ACS5 2023
REG,Regal University Town Center,"Irvine, CA",Irvine,CA,matched,308160,129647,33.9,38.71,2.04,44.11,11.34,39.36,11.68,"Irvine city, California",US Census ACS5 2023
REG,Regal Edwards Big Newport,"Newport Beach, CA",Newport Beach,CA,matched,84304,158461,46,79.23,0.68,8.05,10.13,41.1,7.3,"Newport Beach city, California",US Census ACS5 2023
AMC,"AMC Rolling Hills 20 with IMAX, Dolby","Torrance, CA",Torrance,CA,matched,143499,113105,43.1,36.42,3.49,38.67,19.3,34.19,6.9,"Torrance city, California",US Census ACS5 2023
REG,Regal Edwards Ontario Mountain Village,"Ontario, CA",Ontario,CA,matched,178347,82806,33.1,29.4,6.43,8.55,68.27,15.14,12.68,"Ontario city, California",US Census ACS5 2023
AMC,AMC Victoria Gardens 12 with Dolby,"Rancho Cucamonga, CA",Rancho Cucamonga,CA,matched,174693,109511,37.9,44,8.31,15.37,38.45,22.85,8.03,"Rancho Cucamonga city, California",US Census ACS5 2023
CNPL,Cinepolis Laguna Niguel,"Laguna Niguel, CA",Laguna Niguel,CA,matched,64023,140605,47.7,67.83,1.69,11.56,15.44,34.45,5.93,"Laguna Niguel city, California",US Census ACS5 2023
RGCY,Fontana 8,"Fontana, CA",Fontana,CA,matched,211921,98187,33.3,21.85,8.42,8.16,67.87,14.66,10.34,"Fontana city, California",US Census ACS5 2023
CTRN,The LOT Fashion Island,"Newport Beach, CA",Newport Beach,CA,matched,84304,158461,46,79.23,0.68,8.05,10.13,41.1,7.3,"Newport Beach city, California",US Census ACS5 2023
REG,Regal Janss Marketplace,"Thousand Oaks, CA",Thousand Oaks,CA,matched,125676,134367,44.5,68.26,2.05,9.64,19.81,29.5,8.03,"Thousand Oaks city, California",US Census ACS5 2023
AMC,AMC Anaheim GardenWalk 6,"Anaheim, CA",Anaheim,CA,matched,344553,90583,35.9,41.2,2.5,18.62,52.52,19.46,12.47,"Anaheim city, California",US Census ACS5 2023
TMKO,Cinema West Beach Cities,"El Segundo, CA",El Segundo,CA,matched,16863,149149,38.2,62.79,2.8,11.55,20.76,38.87,4.36,"El Segundo city, California",US Census ACS5 2023
AMC,"AMC Tustin 14 with IMAX, Dolby, Prime","Tustin, CA",Tustin,CA,matched,79035,108435,36.8,38.27,2.76,25.12,40.13,27.42,10.39,"Tustin city, California",US Census ACS5 2023
REG,Regal Irvine Spectrum,"Irvine, CA",Irvine,CA,matched,308160,129647,33.9,38.71,2.04,44.11,11.34,39.36,11.68,"Irvine city, California",US Census ACS5 2023
MAYA,Maya Cinemas Chino 8,"Chino, CA",Chino,CA,matched,91775,103845,36.8,31.96,6.99,18.7,54.15,20.16,7.44,"Chino city, California",US Census ACS5 2023
RGCY,CGV by Regency Cinemas Buena Park,"Buena Park, CA",Buena Park,CA,matched,83052,108187,37.4,33.26,2.17,32.1,42.49,22.39,8.57,"Buena Park city, California",US Census ACS5 2023
CLRK,Palace Cinemas,"Lemoore, CA",Lemoore,CA,matched,27023,82189,31.7,50.77,7.18,6.53,47.04,13.47,14.94,"Lemoore city, California",US Census ACS5 2023
REG,Regal Carlsbad,"Carlsbad, CA",Carlsbad,CA,matched,114500,139326,42.8,71.04,1.04,9.83,16.75,36.82,6.94,"Carlsbad city, California",US Census ACS5 2023
REG,Regal Edwards Kaleidoscope,"Mission Viejo, CA",Mission Viejo,CA,matched,92415,136071,46.1,64.24,1.01,14.4,19.84,32.08,5.03,"Mission Viejo city, California",US Census ACS5 2023
STLT,Starlight Terra Vista Cinemas,"Rancho Cucamonga, CA",Rancho Cucamonga,CA,matched,174693,109511,37.9,44,8.31,15.37,38.45,22.85,8.03,"Rancho Cucamonga city, California",US Census ACS5 2023
REG,Regal Edwards Aliso Viejo,"Aliso Viejo, CA",Aliso Viejo,CA,matched,51320,137970,38.6,60.95,2.15,16.88,19.34,36.19,5.19,"Aliso Viejo city, California",US Census ACS5 2023
CLRK,Paradigm Cinemas: Yucca Valley,"Yucca Valley, CA",Yucca Valley,CA,matched,21744,55302,40.2,67.37,3.47,1.89,25,13.95,19.17,"Yucca Valley town, California",US Census ACS5 2023
REG,Regal Edwards Ontario Palace,"Ontario, CA",Ontario,CA,matched,178347,82806,33.1,29.4,6.43,8.55,68.27,15.14,12.68,"Ontario city, California",US Census ACS5 2023
REG,Regal Summerlin Luxury,"Las Vegas, NV",Las Vegas,NV,matched,650873,70723,38.5,49.23,11.9,6.93,34.13,17.27,14.22,"Las Vegas city, Nevada",US Census ACS5 2023
HARK,Chino Hills 18,"Chino Hills, CA",Chino Hills,CA,matched,78024,122600,40.6,29.63,4.72,40.21,28.11,31.3,6.88,"Chino Hills city, California",US Census ACS5 2023
ESP,Fox Cinemas is D'Place,"Banning, CA",Banning,CA,matched,30680,57699,43.3,45.06,6.57,5.22,49.53,11.17,19.05,"Banning city, California",US Census ACS5 2023
DANZ,Van Buren 3 DI,"Riverside, CA",Riverside,CA,matched,316241,88575,33.1,39.16,6.04,8.28,54.61,15.25,12.52,"Riverside city, California",US Census ACS5 2023
REG,Regal LA Live,"Los Angeles, CA",Los Angeles,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
DANZ,Rubidoux Triple DI,"Riverside, CA",Riverside,CA,matched,316241,88575,33.1,39.16,6.04,8.28,54.61,15.25,12.52,"Riverside city, California",US Census ACS5 2023
READ,Reading Cal Oaks 17 with Titan LUXE,"Murrieta, CA",Murrieta,CA,matched,111621,109780,36,56.18,5.06,8.39,32.53,20.55,5.94,"Murrieta city, California",US Census ACS5 2023
ESP,Temeku 7,"Temecula, CA",Temecula,CA,matched,110404,117840,36.3,57,4.28,11.54,28.5,25.69,7.4,"Temecula city, California",US Census ACS5 2023
GALX,Galaxy Mission Grove,"Riverside, CA",Riverside,CA,matched,316241,88575,33.1,39.16,6.04,8.28,54.61,15.25,12.52,"Riverside city, California",US Census ACS5 2023
RGCY,Sterling 6,"San Bernardino, CA",San Bernardino,CA,matched,221774,63988,31.9,27.57,11.84,4.11,69.6,8.96,19.53,"San Bernardino city, California",US Census ACS5 2023
REG,Regal Riverside Plaza,"Riverside, CA",Riverside,CA,matched,316241,88575,33.1,39.16,6.04,8.28,54.61,15.25,12.52,"Riverside city, California",US Census ACS5 2023
ESP,Mary Pickford 14,"Cathedral City, CA",Cathedral City,CA,matched,52047,67031,40.9,42.02,1.93,6.23,58.89,15.7,15.27,"Cathedral City city, California",US Census ACS5 2023
RGCY,Towngate 8,"Moreno Valley, CA",Moreno Valley,CA,matched,210378,87477,32.1,22.41,17.63,5.54,59.69,12.08,11.85,"Moreno Valley city, California",US Census ACS5 2023
UEC,Diamond Cinemas,"Lake Elsinore, CA",Lake Elsinore,CA,matched,71516,96527,33.4,42.97,5.9,6.88,52.75,16.43,9.37,"Lake Elsinore city, California",US Census ACS5 2023
CONS,Cons Victoria Ward Stadium 16 with TITAN XC,"Honolulu, HI",Honolulu,HI,matched,50961,158398,49.3,24.06,0.6,46.22,5.35,33.77,4.13,"East Honolulu CDP, Hawaii",US Census ACS5 2023
AMC,AMC Temecula 10,"Temecula, CA",Temecula,CA,matched,110404,117840,36.3,57,4.28,11.54,28.5,25.69,7.4,"Temecula city, California",US Census ACS5 2023
AMC,"AMC Tyler 16 with IMAX, Dolby","Riverside, CA",Riverside,CA,matched,316241,88575,33.1,39.16,6.04,8.28,54.61,15.25,12.52,"Riverside city, California",US Census ACS5 2023
AMC,AMC Ontario Mills 30 with Dolby,"Ontario, CA",Ontario,CA,matched,178347,82806,33.1,29.4,6.43,8.55,68.27,15.14,12.68,"Ontario city, California",US Census ACS5 2023
REG,Regal Edwards Eastvale Gateway,"Mira Loma, CA",Mira Loma,CA,no-match,,,,,,,,,,,
TBS,Village Theatre,"Big Bear Lake, CA",Big Bear Lake,CA,matched,5038,74728,45.5,74.04,0.64,2.48,25.25,21.67,9.38,"Big Bear Lake city, California",US Census ACS5 2023
BALC,Festival Theaters 9,"Palm Springs, CA",Palm Springs,CA,matched,44998,71979,57.8,69.32,5.42,4.55,24.33,25.66,13.67,"Palm Springs city, California",US Census ACS5 2023
SAGE,Camelot 3,"Palm Springs, CA",Palm Springs,CA,matched,44998,71979,57.8,69.32,5.42,4.55,24.33,25.66,13.67,"Palm Springs city, California",US Census ACS5 2023
REG,Regal San Jacinto Metro,"San Jacinto, CA",San Jacinto,CA,matched,54756,78281,32.4,34.67,5.77,3.03,64.39,8.86,16.45,"San Jacinto city, California",US Census ACS5 2023
ESP,King City 3,"King City, CA",King City,CA,matched,13512,63090,28.9,19.46,0.13,1.27,90.07,8.32,19.77,"King City city, California",US Census ACS5 2023
HARK,Moreno Valley 16,"Moreno Valley, CA",Moreno Valley,CA,matched,210378,87477,32.1,22.41,17.63,5.54,59.69,12.08,11.85,"Moreno Valley city, California",US Census ACS5 2023
INDRP,SBIFF Film Center,"Santa Barbara, CA",Santa Barbara,CA,matched,88024,101672,39.4,63.3,1.26,3.76,36.79,29.65,13.08,"Santa Barbara city, California",US Census ACS5 2023
REG,Regal Edwards Corona Crossings,"Corona, CA",Corona,CA,matched,158839,106438,37.3,41.62,5.31,11.51,48.27,20.76,9.06,"Corona city, California",US Census ACS5 2023
