theater_code,theater_name,theater_city_state,city,state_abbr,demographics_status,population,median_household_income,median_age,pct_white_alone,pct_black_alone,pct_asian_alone,pct_hispanic_latino,pct_bachelors_degree,pct_below_poverty,matched_place_name,source
CNMK,Las Vegas Santa Fe Station 16 + XD,"Las Vegas, NV",Las Vegas,NV,matched,650873,70723,38.5,49.23,11.9,6.93,34.13,17.27,14.22,"Las Vegas city, Nevada",US Census ACS5 2023
GALX,Galaxy Cannery,"North Las Vegas, NV",North Las Vegas,NV,matched,270773,76772,34.3,34.52,21.93,6.95,41.3,12.36,12.21,"North Las Vegas city, Nevada",US Census ACS5 2023
ESP,Riverside Cinema 6,"Laughlin, NV",Laughlin,NV,matched,8643,45248,57.5,76.45,4,0.76,16.37,13.56,21.14,"Laughlin CDP, Nevada",US Census ACS5 2023
REG,Regal Red Rock,"Las Vegas, NV",Las Vegas,NV,matched,650873,70723,38.5,49.23,11.9,6.93,34.13,17.27,14.22,"Las Vegas city, Nevada",US Census ACS5 2023
BREN,Brenden Palms 14 with IMAX + JBX,"Las Vegas, NV",Las Vegas,NV,matched,650873,70723,38.5,49.23,11.9,6.93,34.13,17.27,14.22,"Las Vegas city, Nevada",US Census ACS5 2023
REG,Regal Maui Mall,"Kahului, HI",Kahului,HI,matched,27068,92062,43.5,11.01,0.91,56.08,6.82,19.5,9.29,"Kahului CDP, Hawaii",US Census ACS5 2023
CNMK,Century Tucson Marketplace & XD,"Tucson, AZ",Tucson,AZ,matched,543348,54546,34.6,58.17,4.99,3.15,42.71,17.71,18.83,"Tucson city, Arizona",US Census ACS5 2023
CONS,Cons Pearlridge West 16,"Aiea, HI",Aiea,HI,matched,9155,135286,42.9,12.71,2.02,53.18,8.31,22.85,3.66,"Aiea CDP, Hawaii",US Census ACS5 2023
GALX,Galaxy Tucson,"Tucson, AZ",Tucson,AZ,matched,543348,54546,34.6,58.17,4.99,3.15,42.71,17.71,18.83,"Tucson city, Arizona",US Census ACS5 2023
HARK,Flagstaff 16,"Flagstaff, AZ",Flagstaff,AZ,matched,76333,68041,26,64.59,1.96,2.66,19.7,30.86,19.36,"Flagstaff city, Arizona",US Census ACS5 2023
BREN,Brenden Avi,"Laughlin, NV",Laughlin,NV,matched,8643,45248,57.5,76.45,4,0.76,16.37,13.56,21.14,"Laughlin CDP, Nevada",US Census ACS5 2023
CNMK,Las Vegas South Point 16 + XD,"Las Vegas, NV",Las Vegas,NV,matched,650873,70723,38.5,49.23,11.9,6.93,34.13,17.27,14.22,"Las Vegas city, Nevada",US Census ACS5 2023
REG,Regal Nu'uuli Place Twin,"Pago Pago, AA",Pago Pago,AA,no-match,,,,,,,,,,,
REG,Regal Sunset Station,"Henderson, NV",Henderson,NV,matched,324523,88654,42.5,64.69,6.19,9.49,18.25,23.19,8.41,"Henderson city, Nevada",US Census ACS5 2023
REG,Regal Windward,"Kaneohe, HI",Kaneohe,HI,matched,35945,124632,45.3,17.04,0.63,39.65,10.56,22.43,8.99,"Kaneohe CDP, Hawaii",US Census ACS5 2023
CTC,TCL Chinese Theatre + IMAX,"Hollywood, CA",Hollywood,CA,matched,35090,94844,39.6,73.78,4.09,5.49,13.49,40.93,13.13,"West Hollywood city, California",US Census ACS5 2023
REG,Regal Dole Cannery,"Honolulu, HI",Honolulu,HI,matched,50961,158398,49.3,24.06,0.6,46.22,5.35,33.77,4.13,"East Honolulu CDP, Hawaii",US Census ACS5 2023
ALMO,MM Theatres,"Dededo, GU",Dededo,GU,api-error,,,,,,,,,,,
REG,Regal Cinebarre Palace Station,"Las Vegas, NV",Las Vegas,NV,matched,650873,70723,38.5,49.23,11.9,6.93,34.13,17.27,14.22,"Las Vegas city, Nevada",US Census ACS5 2023
GALX,Galaxy Boulevard Mall,"Las Vegas, NV",Las Vegas,NV,matched,650873,70723,38.5,49.23,11.9,6.93,34.13,17.27,14.22,"Las Vegas city, Nevada",US Census ACS5 2023
REG,Regal Edwards Brea East,"Brea, CA",Brea,CA,matched,47337,124837,39.6,46.59,1.78,26.49,30.8,31.14,6.37,"Brea city, California",US Census ACS5 2023
INDRP,Vidiots,"Eagle Rock, CA",Eagle Rock,CA,no-match,,,,,,,,,,,
CSI,Waikoloa Luxury Cinemas,"Waikoloa, HI",Waikoloa,HI,matched,7028,92713,42.1,46.46,1.99,13.67,11.72,21.86,6.88,"Waikoloa Village CDP, Hawaii",US Census ACS5 2023
AMC,"AMC Burbank 30 with IMAX, Dolby, Prime","Burbank, CA",Burbank,CA,matched,105165,95816,39.8,60.53,3.41,11.85,24.58,30.96,10.73,"Burbank city, California",US Census ACS5 2023
CNPL,Cinepolis Rancho Santa Margarita 6,"Rancho Santa Margarita, CA",Rancho Santa Margarita,CA,matched,47257,146827,40.3,65.12,1.47,12.18,19.95,32,5.08,"Rancho Santa Margarita city, California",US Census ACS5 2023
CNPL,Cinepolis Westlake Village 8,"Westlake Village, CA",Westlake Village,CA,matched,7829,174069,49.9,79.51,0.2,5.8,10.46,40.83,6.44,"Westlake Village city, California",US Census ACS5 2023
GALX,Galaxy Green Valley,"Henderson, NV",Henderson,NV,matched,324523,88654,42.5,64.69,6.19,9.49,18.25,23.19,8.41,"Henderson city, Nevada",US Census ACS5 2023
WGT,Water Gardens Kailua Cinemas,"Kailua, HI",Kailua,HI,matched,21851,86743,42.2,42.23,0.2,18.03,6.18,19.99,13.4,"Kailua CDP (Hawaii County), Hawaii",US Census ACS5 2023
AMC,"AMC UTC 14 with Dolby, Prime","La Jolla, CA",La Jolla,CA,matched,1385061,104321,36,50.43,5.7,17.58,29.56,28.8,11.11,"San Diego city, California",US Census ACS5 2023
CNMK,Century River Park 16 + XD,"Oxnard, CA",Oxnard,CA,matched,201014,93372,34,36.93,1.82,6.56,77.04,13.35,10.82,"Oxnard city, California",US Census ACS5 2023
TMKO,Civic Plaza 12,"Hesperia, CA",Hesperia,CA,matched,100141,68971,32.9,53.64,4.74,1.86,60.31,8.22,17.45,"Hesperia city, California",US Census ACS5 2023
REG,Regal San Bernardino,"San Bernardino, CA",San Bernardino,CA,matched,221774,63988,31.9,27.57,11.84,4.11,69.6,8.96,19.53,"San Bernardino city, California",US Census ACS5 2023
MDFT,Mary D. Fisher Theatre,"Sedona, AZ",Sedona,AZ,matched,9770,67374,59,74.09,0.79,2.9,19.86,25.43,13.69,"Sedona city, Arizona",US Census ACS5 2023
LAEM,Laemmle's NoHo 7,"North Hollywood, CA",North Hollywood,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
LAND,Landmark Scottsdale Quarter,"Scottsdale, AZ",Scottsdale,AZ,matched,242169,107372,49.2,81.85,1.98,5.08,9.41,37.12,7.13,"Scottsdale city, Arizona",US Census ACS5 2023
RGCY,BLVD Cinemas,"Lancaster, CA",Lancaster,CA,matched,170013,76083,34.2,35.46,21.38,4.04,45.89,12.68,15.46,"Lancaster city, California",US Census ACS5 2023
ESP,Village Coronado,"Coronado, CA",Coronado,CA,matched,18558,135056,41.9,77.26,2.52,3.88,19.45,34.49,4.79,"Coronado city, California",US Census ACS5 2023
AMC,AMC Atlantic Times Square 14,"Monterey Park, CA",Monterey Park,CA,matched,59639,77605,45.5,11.51,1.01,64.71,26.73,24.95,13.18,"Monterey Park city, California",US Census ACS5 2023
MAYA,Maya Delano 12,"Delano, CA",Delano,CA,matched,50835,61817,33.5,24.48,4.05,13.81,75.95,6.55,15.89,"Delano city, California",US Census ACS5 2023
MAYA,Maya Cinemas North Las Vegas 14,"Las Vegas, NV",Las Vegas,NV,matched,650873,70723,38.5,49.23,11.9,6.93,34.13,17.27,14.22,"Las Vegas city, Nevada",US Census ACS5 2023
REG,Regal Yorba Linda,"Yorba Linda, CA",Yorba Linda,CA,matched,67407,152060,44.7,57.33,0.93,25.55,17.16,33.76,5.57,"Yorba Linda city, California",US Census ACS5 2023
LOOK,Look Cinemas Glendale,"Glendale, CA",Glendale,CA,matched,192270,84262,41.4,67.44,1.66,13.34,18.47,28.71,13.44,"Glendale city, California",US Census ACS5 2023
REG,Regal North Hollywood,"Los Angeles, CA",Los Angeles,CA,matched,3857897,80366,36.9,37.32,8.51,12.03,47.23,24.5,16.55,"Los Angeles city, California",US Census ACS5 2023
PBCM,FatCats Queen Creek 8,"Queen Creek, AZ",Queen Creek,AZ,matched,66369,134719,37.2,78.37,3.16,2.97,16.85,30.02,3.56,"Queen Creek town, Arizona",US Census ACS5 2023
LAEM,Newhall,"Santa Clarita, CA",Santa Clarita,CA,matched,229021,119926,38.1,53.07,4.43,11.4,36.04,26.46,7.74,"Santa Clarita city, California",US Census ACS5 2023
TMKO,2nd Street Cinema,"Beaumont, CA",Beaumont,CA,matched,54817,105164,35.4,48.18,9.22,7.82,45.92,17.13,9.22,"Beaumont city, California",US Census ACS5 2023
INDRP,The Beverly Theater,"Las Vegas, NV",Las Vegas,NV,matched,650873,70723,38.5,49.23,11.9,6.93,34.13,17.27,14.22,"Las Vegas city, Nevada",US Census ACS5 2023
AMC,"AMC Topanga 12 with IMAX, Dolby","Canoga Park, CA",Canoga Park,CA,no-match,,,,,,,,,,,
PBCM,FatCats Surprise,"Surprise, AZ",Surprise,AZ,matched,149519,93371,41.6,75.03,4.78,2.58,19.24,19.88,7.79,"Surprise city, Arizona",US Census ACS5 2023
REG,Regal Paseo,"Pasadena, CA",Pasadena,CA,matched,136462,103778,40.1,41.44,7.7,17.76,34.12,30.01,13.21,"Pasadena city, California",US Census ACS5 2023
CSI,The Mango Theater,"Kaunakakai, HI",Kaunakakai,HI,matched,3721,76944,33.7,10.45,0.05,11.23,13.03,11.14,18.77,"Kaunakakai CDP, Hawaii",US Census ACS5 2023
CNPL,Cinepolis Inglewood,"Inglewood, CA",Inglewood,CA,matched,105575,71029,37.5,14.15,39.94,2.4,48.95,16.44,14.86,"Inglewood city, California",US Census ACS5 2023
HARK,Harkins Lake Pleasant Cine Grill 9,"Peoria, AZ",Peoria,AZ,matched,194338,93403,42.1,72.56,3.35,5.75,19.68,21.58,8.41,"Peoria city, Arizona",US Census ACS5 2023
